"Carimbo de data/hora","Em que período você se encontra?","Que curso você faz?","Em que campus você estuda?","Você acredita que as vagas ofertadas no RAE foram suficientes?","Com relação às disciplinas que queria cursar, você conseguiu se matricular em:","No geral, você acha o RAE:","Você acredita que o seu desempenho no RAE, em comparação com o presencial:","Na sua opinião, a qualidade do ensino no RAE, em comparação com o presencial, é:","Você acredita que o RAE afetou sua saúde mental para:","No que diz respeito a dificuldades técnicas (queda de internet ou energia, indisponibilidade de equipamento etc), você passa por elas:","Na sua opinião, os professores são tolerantes com imprevistos que impossibilitem a realização de atividades?","No geral, você acha que essas dificuldades prejudicam o seu desempenho?","Em geral, você acha que a atuação dos professores no RAE é/está sendo:","Na sua experiência, o atendimento individual dos professores aos alunos está sendo:","Na sua opinião, em comparação com o regime presencial, no RAE os professores estão:","No geral, em comparação com o regime presencial, você acha que o volume de atividades exigidas no RAE é:","Você julga esse volume de atividades abusivo?","Como você avalia a atuação da UFCG diante da pandemia?","Como você avalia o desempenho da coordenação do seu curso no atendimento e suporte aos estudantes no RAE?"
"2020/11/05 3:11:06 PM GMT-3","5","Direito","Sousa","Sim","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:11:13 PM GMT-3","1","Enfermagem","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Bom"
"2020/11/05 3:11:48 PM GMT-3","5","Direito","Sousa","Não","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:11:49 PM GMT-3","5","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Bom","Menos exigentes","Igual","Não","Ruim","Bom"
"2020/11/05 3:12:01 PM GMT-3","2","Nutrição","Cuité","Não","Todas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Razoável","Menos exigentes","Maior","Não","Regular","Regular"
"2020/11/05 3:12:19 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Sim","Nao","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:12:47 PM GMT-3","5","Farmácia","Cuité","Não sei/Não quero responder","Algumas","Razoável","Piorou","Não sei/Não quero responder","Não afetou","Nunca","Não","Não passo por essas dificuldades","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/11/05 3:13:05 PM GMT-3","1","Enfermagem","Cuité","Não","Todas","Ruim","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Excelente","Insuficiente","Mais exigentes","Muito maior","Não","Péssima","Excelente"
"2020/11/05 3:13:11 PM GMT-3","5","Direito","Sousa","Sim","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 3:13:32 PM GMT-3","5","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"2020/11/05 3:13:44 PM GMT-3","7","Nutrição","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:14:13 PM GMT-3","8","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Insuficiente","Menos exigentes","Maior","Sim","Péssima","Bom"
"2020/11/05 3:14:20 PM GMT-3","1","Medicina","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Ruim","Péssimo"
"2020/11/05 3:14:28 PM GMT-3","5","Direito","Sousa","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/11/05 3:15:33 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 3:15:41 PM GMT-3","9","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"2020/11/05 3:16:07 PM GMT-3","4","Letras","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Igual","Não","Regular","Bom"
"2020/11/05 3:16:31 PM GMT-3","7","Farmácia","Cuité","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Excelente","Mais exigentes","Muito maior","Não","Péssima","Péssimo"
"2020/11/05 3:16:47 PM GMT-3","5","Química","Cuité","Sim","Todas","Péssimo","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Regular","Bom"
"2020/11/05 3:17:11 PM GMT-3","5","Medicina","Campina Grande","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Menos exigentes","Muito maior","Sim","Péssima","Ruim"
"2020/11/05 3:17:14 PM GMT-3","5","Direito","Sousa","Sim","Todas","Razoável","Não mudou","Melhor","Não sei/Não quero responder","Raramente","Não","Não passo por essas dificuldades","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/05 3:17:22 PM GMT-3","2","Engenharia de Alimentos","Campina Grande","Não","Algumas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Raramente","Sim","Não passo por essas dificuldades","Razoável","Razoável","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Regular"
"2020/11/05 3:17:38 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Sim","Regular","Regular"
"2020/11/05 3:18:06 PM GMT-3","7","Engenharia de Alimentos","Pombal","Sim","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"2020/11/05 3:18:54 PM GMT-3","7","Direito","Sousa","Sim","Todas","Bom","Não mudou","Igual","Não sei/Não quero responder","Frequentemente","Sim","Nao","Ruim","Inexistente","Menos exigentes","Igual","Sim","Boa","Bom"
"2020/11/05 3:19:18 PM GMT-3","5","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Regular","Bom"
"2020/11/05 3:20:33 PM GMT-3","7","Direito","Sousa","Não","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Ruim"
"2020/11/05 3:20:38 PM GMT-3","7","Direito","Sousa","Sim","Todas","Excelente","Melhorou","Igual","Não sei/Não quero responder","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Maior","Não sei/Não quero responder","Boa","Excelente"
"2020/11/05 3:20:41 PM GMT-3","6","Farmácia","Cuité","Sim","Algumas","Bom","Não mudou","Pior","Melhor","Raramente","Não","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não","Regular","Regular"
"2020/11/05 3:21:20 PM GMT-3","5","Química","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Péssima","Excelente"
"2020/11/05 3:21:35 PM GMT-3","5","Direito","Sousa","Sim","Todas","Péssimo","Não mudou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Não sei/Não quero responder","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 3:21:35 PM GMT-3","6","Odontologia","Patos","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Péssima","Excelente"
"2020/11/05 3:21:41 PM GMT-3","2","Ciências Biológicas","Patos","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"2020/11/05 3:22:23 PM GMT-3","5","Farmácia","Cuité","Não","Algumas","Excelente","Melhorou","Igual","Não sei/Não quero responder","Raramente","Não","Sim","Boa","Bom","Mais exigentes","Maior","Não","Péssima","Ruim"
"2020/11/05 3:23:35 PM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Algumas","Bom","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Maior","Não","Ruim","Regular"
"2020/11/05 3:23:59 PM GMT-3","5","Farmácia","Cuité","Não","Algumas","Ruim","Melhorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 3:24:39 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Razoável","Tão exigentes quanto","Maior","Sim","Ruim","Ruim"
"2020/11/05 3:24:51 PM GMT-3","5","Direito","Sousa","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Razoável","Bom","Menos exigentes","Igual","Não","Péssima","Não sei/Não quero responder"
"2020/11/05 3:25:08 PM GMT-3","10","Direito","Sousa","Sim","Algumas","Péssimo","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Péssima","Inexistente","Menos exigentes","Muito menor","Não","Péssima","Bom"
"2020/11/05 3:25:11 PM GMT-3","5","Medicina Veterinária","Patos","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Tão exigentes quanto","Muito maior","Sim","Péssima","Ruim"
"2020/11/05 3:27:23 PM GMT-3","7","Direito","Sousa","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 3:27:25 PM GMT-3","1","Enfermagem","Cuité","Sim","Algumas","Bom","Não sei/Não quero responder","Pior","Pior","Raramente","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Excelente","Bom"
"2020/11/05 3:27:25 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Insuficiente","Menos exigentes","Menor","Não","Regular","Ruim"
"2020/11/05 3:27:51 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"2020/11/05 3:27:54 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:28:05 PM GMT-3","3","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Não sei/Não quero responder","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"2020/11/05 3:29:18 PM GMT-3","5","Direito","Sousa","Sim","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Regular"
"2020/11/05 3:29:22 PM GMT-3","5","Direito","Sousa","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Péssima","Insuficiente","Menos exigentes","Menor","Não","Ruim","Péssimo"
"2020/11/05 3:29:26 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Igual","Não","Regular","Ruim"
"2020/11/05 3:30:09 PM GMT-3","7","Direito","Sousa","Não","Todas","Bom","Piorou","Pior","Não afetou","Raramente","Não","Não sei/Não quero responder","Razoável","Bom","Menos exigentes","Maior","Não","Regular","Não sei/Não quero responder"
"2020/11/05 3:32:12 PM GMT-3","4","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Muito maior","Sim","Ruim","Péssimo"
"2020/11/05 3:32:41 PM GMT-3","10","Matemática","Cuité","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"2020/11/05 3:32:58 PM GMT-3","3","Administração","Sousa","Não","Algumas","Razoável","Melhorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Péssima","Excelente"
"2020/11/05 3:33:37 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"2020/11/05 3:33:40 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Inexistente","Mais exigentes","Muito maior","Não sei/Não quero responder","Boa","Não sei/Não quero responder"
"2020/11/05 3:33:52 PM GMT-3","6","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Maior","Sim","Ruim","Regular"
"2020/11/05 3:34:09 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"2020/11/05 3:34:57 PM GMT-3","5","Direito","Sousa","Não sei/Não quero responder","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"2020/11/05 3:35:02 PM GMT-3","5","Química","Cuité","Sim","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Excelente","Excelente"
"2020/11/05 3:35:14 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 3:35:23 PM GMT-3","4","Ciência da Computação","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Nunca","Não sei/Não quero responder","Não passo por essas dificuldades","Não sei/Não quero responder","Não sei/Não quero responder","Tão exigentes quanto","Muito maior","Sim","Não sei/Não quero responder","Não sei/Não quero responder"
"2020/11/05 3:35:46 PM GMT-3","3","Direito","Sousa","Sim","Todas","Ruim","Piorou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Regular","Não sei/Não quero responder"
"2020/11/05 3:35:51 PM GMT-3","3","Odontologia","Patos","Não","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"2020/11/05 3:36:03 PM GMT-3","5","Direito","Sousa","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não","Regular","Regular"
"2020/11/05 3:36:18 PM GMT-3","3","Direito","Sousa","Não sei/Não quero responder","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"2020/11/05 3:36:25 PM GMT-3","3","Ciências Biológicas","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"2020/11/05 3:37:47 PM GMT-3","9","Engenharia de Biotecnologia e Bioprocessos","Sumé","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Ruim","Não sei/Não quero responder"
"2020/11/05 3:38:01 PM GMT-3","5","Direito","Sousa","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"2020/11/05 3:38:10 PM GMT-3","2","Enfermagem","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"2020/11/05 3:38:49 PM GMT-3","5","Farmácia","Cuité","Sim","Todas","Péssimo","Piorou","Pior","Pior","Raramente","Não","Não passo por essas dificuldades","Razoável","Bom","Menos exigentes","Muito maior","Não","Boa","Bom"
"2020/11/05 3:39:02 PM GMT-3","3","Engenharia Civil","Pombal","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Boa","Bom"
"2020/11/05 3:39:38 PM GMT-3","7","Direito","Sousa","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"2020/11/05 3:39:45 PM GMT-3","4","Nutrição","Cuité","Não","Todas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Maior","Não sei/Não quero responder","Regular","Regular"
"2020/11/05 3:40:08 PM GMT-3","2","Enfermagem","Cuité","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Excelente"
"2020/11/05 3:40:25 PM GMT-3","5","Farmácia","Cuité","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Muito maior","Sim","Ruim","Péssimo"
"2020/11/05 3:40:46 PM GMT-3","2","Ciência da Computação","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Excelente","Péssimo"
"2020/11/05 3:40:52 PM GMT-3","7","Nutrição","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Menos exigentes","Maior","Sim","Ruim","Regular"
"2020/11/05 3:41:26 PM GMT-3","3","Engenharia Civil","Pombal","Não","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"2020/11/05 3:42:52 PM GMT-3","1","Nutrição","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Inexistente","Mais exigentes","Muito maior","Não sei/Não quero responder","Excelente","Excelente"
"2020/11/05 3:47:04 PM GMT-3","3","Ciências Biológicas","Patos","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"2020/11/05 3:47:29 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Razoável","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
